sisulname,sisuladdr,tel
행복케어,서울특별시 송파구 거마로,025083870
스마일시니어복지센터,서울특별시 은평구 통일로 ,023570055
우리 데이케어센터,서울특별시 도봉구 도봉로163길,028555877
삼원재가노인복지센터,서울특별시 마포구 마포대로16길 ,027171897
보람방문복지센터,서울특별시 양천구 남부순환로67길 ,0220650641
복지세상 사회적협동조합 방문목욕센터,서울특별시 노원구 동일로 ,07082246371
한마음노인복지센터,서울특별시 은평구 통일로 ,0269560808
드림방문요양센터,서울특별시 노원구 동일로 ,0269258983
"맘케어재가복지센터",서울특별시 강북구 인수봉로77길 ,0264017247
153데이케어센터,서울특별시 동대문구 사가정로,0222420153
만나데이케어센터,서울특별시 노원구 상계로27길 ,029349188
사랑방데이케어센터,서울특별시 중랑구 용마산로 ,0222086565
강북하루정요양원,서울특별시 강북구 삼양로 ,029071235
강북하루정요양원,서울특별시 강북구 삼양로 ,029071236
에버그린데이케어센터,서울특별시 은평구 갈현로29길,023562121
강서재활전문데이케어센터,서울특별시 강서구 방화동로,023376532
갓사랑노인재가복지센터,서울특별시 강북구 한천로123길 ,029915004
고은재가복지센터,서울특별시 양천구 목동중앙남로9길 ,0226512001
실버플러스양천복지센터,서울특별시 양천구 오목로,0220651113
유진실버방문요양센터,서울특별시 양천구 신정중앙로 ,0226020662
새희망노인복지센터,서울특별시 강서구 가로공원로80길 ,07081110118
(A+)시니어스힐링 재가요양센터,서울특별시 양천구 공항대로,02-2643-3588
우리실버방문요양센터,서울특별시 양천구 가로공원로 ,0226997588
굿모닝요양원2호점,서울특별시 도봉구 도봉로,029551355
굿모닝요양원,서울특별시 도봉구 도봉로 ,029561357
늘사랑 요양복지센터,서울특별시 강북구 삼양로 ,07087967222
복지플러스 재가노인복지센터,서울특별시 중구 퇴계로28길,0222750191
실비아요양원,서울특별시 은평구 증산로15길 ,023037001
관악실버케어,서울특별시 관악구 대학18길,028753114
명지요양원,서울특별시 관악구 난곡로 ,028623090
보라매요양원,서울특별시 구로구 목동남로 ,0220601000
홍제천데이케어센터,서울특별시 서대문구 모래내로,023918678
골드미조원재가복지센터,서울특별시 양천구 화곡로3가길 ,0226945551
아리아케어방문요양 양천목동센터,서울특별시 양천구 목동로 ,0226454927
늘푸른돌봄센터 노원점,서울특별시 노원구 노원로 ,029738373
금천한내어르신복지센터,서울특별시 금천구 한내로,02-897-5104
365데이케어방문요양센터,서울특별시 양천구 곰달래로 ,0226028743
나눔재활데이케어센터,서울특별시 관악구 난곡로 ,028516757
행복 방문요양 복지센터,서울특별시 광진구 자양로 ,024465532
예닮데이케어센터,서울특별시 강북구 한천로120길,029982866
사랑배달 재가노인복지센터,서울특별시 강동구 양재대로 ,024884858
재단법인 서울특별시 사회서비스원 마포종합재가센터,서울특별시 마포구 마포대로11길 ,0231470101
A+광진 데이케어센터,서울특별시 광진구 광나루로 ,024562333
부모사랑복지센터,서울특별시 양천구 목동로3길 ,0226483566
더사랑데이케어센터,서울특별시 광진구 아차산로,0222016001
정담 재활 주야간보호센터,서울특별시 중구 다산로36길 ,0222319947
A+평화요양원,서울특별시 중랑구 중랑천로,024337448
서울북부재가센터,서울특별시 중랑구 공릉로2길,024320003
명지재가노인복지센터,서울특별시 관악구 난곡로 ,028623090
우리재가방문요양센터,서울특별시 강북구 도봉로68길 ,029808331
상록수재가복지센터,서울특별시 성동구 행당로,0222997999
부모사랑 노인복지센터,서울특별시 서대문구 통일로,027339837
"A+한결방문요양센터",서울특별시 중랑구 신내로15길 ,024337877
보문사랑데이케어센터,서울특별시 성북구 고려대로,029277600
사랑요양원,서울특별시 중랑구 용마산로,0222093311
구로은빛노인복지센터,서울특별시 구로구 구로중앙로18길,02－858－0353
메디치피아요양센터,서울특별시 구로구 중앙로 ,0220671822
다원실버요양원,서울특별시 구로구 오리로 ,0226898789
엄마사랑 재가노인복지센터,서울특별시 동작구 남부순환로 ,025867768
아리아케어 방문요양 송파 잠실센터,서울특별시 송파구 석촌호수로12길 ,024240119
참사랑 재가복지센터,서울특별시 동작구 대림로 ,0260539522
마곡수요양원,서울특별시 강서구 수명로,0269520405
종암데이케어센터,서울특별시 성북구 종암로30길 ,029093953
금천어르신복지센터,서울특별시 금천구 범안로17길,02-892-5060
가자 재가방문요양센터,서울특별시 성북구 한천로99길,029430169
강북THE행복한데이케어센터,서울특별시 강북구 삼양로77길 ,029897421
송파아셀재활주간보호센터,서울특별시 송파구 가락로 ,024177774
은평재가노인복지센터,서울특별시 은평구 은평로,023888124
중랑삼성 요양원,서울특별시 중랑구 동일로91가길 ,024939898
나눔요양원,서울특별시 관악구 남부순환로 ,028626757
"(A)" 행복케어 방문요양,서울특별시 송파구 위례순환로 ,024005002
"YesCare"예스케어 주간보호 중랑 센터,서울특별시 중랑구 동일로 ,029779370
123성주데이케어센터,서울특별시 양천구 월정로 ,0226983245
세곡데이케어센터,서울특별시 강남구 헌릉로590길 ,0222268900
효·보살핌데이케어센터,서울특별시 관악구 은천로 ,028880083
가나안 재가복지센터,서울특별시 송파구 마천로51길 ,024025552
나팔소리재가노인복지센터,서울특별시 은평구 연서로37길,023566631
상도재가복지센터 본점,서울특별시 동작구 성대로,0264893770
A+정성재가노인복지센터,서울특별시 은평구 갈현로3길,0263961118
강북제일재가복지센터,서울특별시 은평구 역말로,07077104529
엔젤홈케어 동작,서울특별시 동작구 여의대방로 ,028143761
선한이웃재가방문요양센터,서울특별시 동대문구 전농로 ,0260804934
The섬김 재가요양복지센터,서울특별시 성북구 장위로35길 ,029439322
임마누엘 재가복지센터,서울특별시 양천구 화곡로10길 ,0226961706
가가호호 정가네 데이케어센터,서울특별시 은평구 증산로,023028701
성창주야간보호센터,서울특별시 동대문구 한천로37길,0233946318
더사랑데이케어센터,경기도 시흥시 서울대학로264번길,03180887988
강일데이케어센터,서울특별시 강동구 아리수로93길,0264230016
강북중앙요양원,서울특별시 강북구 도봉로 ,029971388
케어링 복지용구센터,서울특별시 강남구 강남대로 ,025413500
120 재가복지센터,서울특별시 동대문구 답십리로48길 ,0222490120
성창요양원,서울특별시 동대문구 한천로37길,0233946318
사랑이꽃피는공동생활가정,경기도 시흥시 서울대학로264번길,0315062700
기억튼튼재활전문데이케어센터(강북점),서울특별시 강북구 오현로 ,029851311
성모사랑데이케어센터,서울특별시 도봉구 마들로13길,029908875
노원복지용구,서울특별시 노원구 상계로,029356599
드림홈 재가장기요양복지센터,서울특별시 노원구 한글비석로,0269530688
소명 재가 노인복지시설 센터,서울특별시 노원구 한글비석로 ,029317077
나눔플러스재가복지센터,서울특별시 강북구 인수봉로 ,029890225
서원재가노인복지센터,서울특별시 도봉구 마들로,029558341
강동 어르신 방문요양센터,서울특별시 강동구 천호대로,024851006
늘편한 재가노인복지센터,서울특별시 강동구 구천면로 ,024743033
목동효사랑데이케어센터,서울특별시 양천구 오목로 ,0226019713
그린방문요양재가센터,서울특별시 마포구 희우정로16길 ,023245548
효성실버데이케어센터,서울특별시 도봉구 우이천로,029950997
화평재가방문요양센터,서울특별시 중랑구 용마산로81길,024349297
가인재가복지센터,서울특별시 노원구 상계로 ,0264658255
효재가복지센터,서울특별시 강동구 천호대로182길,024304805
창동밀알데이케어센터,서울특별시 도봉구 마들로13길 ,029957890
보은노인요양공동생활가정,서울특별시 동대문구 한천로,0233904084
초록숲데이케어센터,서울특별시 마포구 마포대로11길 ,0231470150
가온실버케어노원,서울특별시 노원구 상계로9길,02-934-7004
99+ 방문요양서비스센터,서울특별시 서초구 마방로10길 ,025792382
리조이스재가방문센타,서울특별시 강동구 양재대로85길 ,0221354283
사랑방재가방문요양센터,서울특별시 강서구 마곡동로10길,0226445409
엘스방문요양센터,서울특별시 송파구 백제고분로 ,024223935
토탈방문간호 재가노인복지센터,서울특별시 강서구 공항대로,07086721751
서울중구지역자활센터,서울특별시 중구 난계로,02-3789-2229
다솜재가복지센터,서울특별시 동대문구 사가정로2길 ,0222452003
다솜재가노인복지센터,서울특별시 송파구 오금로 ,024237820
아리아케어 방문요양 강남 압구정센터,서울특별시 강남구 압구정로36길 ,0260147822
A+효담라이프케어 강서데이케어센터,서울특별시 강서구 공항대로,0269569982
다모아재가복지센터,서울특별시 동작구 여의대방로36길,028111220
평안방문복지센터,서울특별시 노원구 한글비석로 ,07042386415
마포효사랑재가복지센터,서울특별시 마포구 희우정로12길,023253704
참사랑재가노인복지센터,서울특별시 동대문구 답십리로,0263698966
행복더함재가방문요양센터,서울특별시 강서구 강서로41길,0226926199
"실버랩",서울특별시 동대문구 한천로 ,029418125
보람방문요양센터,서울특별시 송파구 송이로33길 ,024086728
실버벨재가복지센터,서울특별시 강북구 도봉로53길 ,0263970929
서울케어링하우스,서울특별시 강동구 올림픽로,0264289088
더조은 방문요양센터,서울특별시 광진구 광나루로56길,024533453
동대문시니어클럽,서울특별시 동대문구 망우로20가길 ,0269526925
성모방문간호센터,서울특별시 양천구 신월로24길,0226049787
바른돌봄 재가노인복지센터,서울특별시 관악구 관천로11길 ,028521589
강북중앙복지센터,서울특별시 강북구 도봉로,029971388
해든데이케어센터,서울특별시 강서구 곰달래로,0220658843
가온효사랑 방문요양센터,서울특별시 중랑구 겸재로54길 ,0222086608
나래케어재가방문요양센터,서울특별시 은평구 은평로16길,023567850
예가재가복지센터,서울특별시 은평구 연서로,023897836
늘봄재가복지센터,서울특별시 은평구 은평로10길,023569331
보은데이케어센터,서울특별시 동대문구 한천로,0233904084
다솜재활주야간보호센터,서울특별시 영등포구 영등포로,0269540004
성수더효데이케어센터,서울특별시 성동구 성덕정길 ,024640177
혜윰재가,서울특별시 마포구 신촌로12다길 ,0269567320
도림재가노인복지센터,서울특별시 영등포구 도신로25길 ,0264059739
하루정요양센터,서울특별시 도봉구 해등로17길,029027712
새서울재가복지센터,서울특별시 영등포구 신길로 ,028461339
더사랑재가복지센터,서울특별시 도봉구 해등로,029984032
그사랑 노인복지센터,서울특별시 구로구 오류로8길,0220669435
은나무재가복지센터,서울특별시 구로구 신도림로7길 ,0226780980
푸른숲 재가노인복지센터,서울특별시 중구 다산로 ,0222339827
아리아케어 방문요양 성북 종암센터,서울특별시 성북구 월곡로7길,029129989
행복바라기노인복지센터,경기도 시흥시 서울대학로278번길 ,0313190896
노블레스재가복지센터,서울특별시 서초구 서초대로58길 ,025838898
두드림노인복지센터,서울특별시 강북구 노해로,029941008
성북구립 장위데이케어센터,서울특별시 성북구 한천로,029133368
서광재가복지센터,서울특별시 은평구 연서로5길,023547665
하나재가노인복지센터,서울특별시 동작구 상도로22길,028226227
행복재가노인복지센터,서울특별시 강남구 일원로5길 ,0234118274
A+효담라이프케어 목동데이케어센터,서울특별시 양천구 중앙로32길 ,0269528995
솔향주야간보호센터,서울특별시 노원구 한글비석로15길,029382021
우리집요양원,서울특별시 동대문구 제기로 ,029653972
우리집주야간보호센터,서울특별시 동대문구 제기로 ,029653972
(A+)사랑나무방문요양센터,서울특별시 강북구 삼각산로 ,029912576
서초하늘데이케어센터,서울특별시 서초구 서초대로 ,025958277
삼연요양원,서울특별시 중랑구 봉우재로 ,024357875
온누리,서울특별시 관악구 관악로 ,05055772421
굿피플 복지센터,서울특별시 영등포구 도림로 ,028329877
서울실버케어노인요양원,서울특별시 노원구 한글비석로44길 ,029314450
서울인애노인복지센터,서울특별시 광진구 능동로13길 ,024686067
소망방문요양복지센터,서울특별시 영등포구 양평로30가길 ,0226780687
동우너싱홈,서울특별시 중랑구 망우로 ,024355428
동우요양원요양센터,서울특별시 중랑구 망우로 ,024355428
"반석"데이케어센터,서울특별시 강동구 양재대로130길 ,024774268
사당데이케어센터,서울특별시 동작구 남부순환로 ,02-580-2410
대은가정봉사원파견센터,서울특별시 강북구 인수봉로60가길 ,029855534
베스트그린요양원1호점,서울특별시 중랑구 동일로 ,024381601
은평효실버요양원,서울특별시 은평구 연서로 ,023831001
두레노인요양원,서울특별시 중랑구 신내로 ,0222077500
서울예정재가노인복지센터,서울특별시 중랑구 봉우재로 ,024942944
두레데이케어센터,서울특별시 중랑구 신내로 ,0222077500
아비스 노인복지센터,서울특별시 강남구 선릉로 ,02-566-6914
송파그린요양원,서울특별시 송파구 성내천로 ,024084070
장생시니어타운,서울특별시 서초구 강남대로89길,025429331
북부가정봉사원파견센터,서울특별시 노원구 한글비석로49길 ,029317234
송파한국노인복지센터,서울특별시 송파구 마천로 ,024167467
'(A+)'부모사랑복지센터,서울특별시 강동구 상암로 ,02-426-0091
행복드림요양원,서울특별시 도봉구 도봉로154길 ,029008329
은빛노인요양주야간보호,서울특별시 송파구 거마로 ,024021005
은빛노인요양공동생활가정2,서울특별시 송파구 거마로 ,024021005
다정노인복지센터,서울특별시 성동구 용답중앙11길,02-2214-2988
만나가정봉사원파견센터,서울특별시 노원구 덕릉로89길 ,02-975-3613
워커힐실버타운,서울특별시 광진구 워커힐로 ,02-446-8911
동서울노인복지센터,서울특별시 성동구 하왕십리동 ,0222954665
노원사랑요양원4,서울특별시 노원구 동일로174길 ,029772497
상봉요양원단기보호,서울특별시 중랑구 용마산로 ,0222078803
새마음데이케어센터,서울특별시 양천구 신월동 ,02-2606-0921
효담요양원,서울특별시 양천구 오목로 ,0226951903
포도나무실버타운4호점,서울특별시 송파구 가락로 ,024201286
포도나무실버타운3호점,서울특별시 송파구 가락로 ,02-420-1286
유나노인복지센터,서울특별시 중랑구 중랑역로 ,024820801
명성노인복지센터,서울특별시 성북구 보국문로4길 ,029152335
창5동 데이케어센터,서울특별시 도봉구 노해로63가길,02-995-9119
우리마포데이케어센터,서울특별시 마포구 신촌로26길 ,02-358-1000
삼화데이케어센터,서울특별시 동작구 사당로13길,028137753
홍광데이케어센터,서울특별시 서대문구 통일로39길 ,07076412230
광진원광실버센터,서울특별시 광진구 아차산로63길 ,07070119132
사랑노인복지센터,서울특별시 중랑구 봉화산로 ,070-8987-6644
늘푸른요양원,서울특별시 중랑구 용마산로 ,029720410
예덕효요양원,서울특별시 양천구 중앙로 ,0226479620
정다운요양원,서울특별시 양천구 오목로 ,0226036566
송학데이케어센터,서울특별시 동작구 상도동 ,028126017
두레노인요양원B,서울특별시 중랑구 신내로 ,028690675
(주)삼성종합복지센터,서울특별시 도봉구 방학로 ,029550013
솔샘데이케어센터,서울특별시 성북구 솔샘로17길 ,029198424
벧엘의집 요양원2,서울특별시 관악구 문성로 ,028564382
이암요양원,서울특별시 성동구 마장로 ,02-2299-0062
엔젤데이케어센터,서울특별시 동작구 사당로16라길,0234761004
번동노인요양원,서울특별시 강북구 한천로105길 ,029876827
성신노인요양원,서울특별시 성북구 동소문로13나길 ,029298538
(A+)성원노인복지센터,서울특별시 서초구 방배천로16길 ,025873900
강남제일재가노인복지센터,서울특별시 강남구 개포로,025773345
늘편한요양센터,서울특별시 강동구 구천면로 ,02)475-3035
구립중구노인요양센터,서울특별시 중구 필동로 ,0222773456
송파그린요양원2,서울특별시 송파구 마천동 ,024084070
노들데이케어센터,서울특별시 동작구 노량진로32길 ,070-7163-0907
연희시니어스,서울특별시 서대문구 연희로31길 ,023220072
행복요양원3,서울특별시 구로구 경인로23길 ,0236665511
행복요양원2,서울특별시 구로구 경인로23길 ,0236665511
써니요양원,서울특별시 은평구 증산로15길,02-305-2385
동그라미요양센터1호점,서울특별시 도봉구 방학로3길 ,029897582
황금나무너싱홈,서울특별시 강동구 고덕로27길,024289987
동부실버케어요양원,서울특별시 광진구 자양번영로 ,024446188
대한연세요양원,서울특별시 강동구 고덕로 ,024261000
은나무단기보호센터,서울특별시 동대문구 한천로 ,0222123712
우리단기보호센터,서울특별시 양천구 공항대로 ,0226599911
우리요양원,서울특별시 금천구 시흥대로 ,028596690
공립불암골지역아동센터,서울특별시 노원구 중계로14길,02-3392-5266
라온,서울특별시 강서구 송정로 ,02-2658-0734
마을학교지역아동센터,서울특별시 강동구 풍성로54길,02-488-0816
하나복지지역아동센터,서울특별시 서초구 방배천로18길,02-523-0153
구립노원1지역아동센터,서울특별시 노원구 월계로55길 ,02-972-0704
보라매지역아동센터,서울특별시 관악구 당곡길 ,02-889-0247
희망드림지역아동센터,서울특별시 도봉구 도봉로110아길 ,02-900-9313
파란나라지역아동센터,서울특별시 중랑구 면목로 ,02-494-0476
녹색지역아동센터,서울특별시 중랑구 겸재로 ,070-8688-4343
씨앗지역아동센터,서울특별시 중랑구 겸재로,070-7434-3006
구립꿈나무지역아동센터,서울특별시 노원구 동일로186길,02-978-7555
다니엘청소년지역아동센터,서울특별시 양천구 남부순환로,02-2065-7105
영문지역아동센터,서울특별시 구로구 개봉로11길 ,02-2614-9674
라온지역아동센터,서울특별시 성동구 동일로,02-469-1700
삼정지역아동센터,서울특별시 노원구 동일로215길 ,02-865-5570
강남지역아동센터,서울특별시 서초구 강남대로79길,02-543-8798
한빛마을,서울특별시 송파구 백제고분로28길,0269414777
구립한내지혜의숲지역아동센터,서울특별시 노원구 마들로,070-4286-3687
솔나무지역아동센터,서울특별시 동작구 등용로9길 ,02-924-5907
우면지역아동센터,서울특별시 서초구 성촌1길,02-537-9871
송파희망세상지역아동센터,서울특별시 송파구 오금로64길 ,02-6414-5515
도담지역아동센터,서울특별시 송파구 풍성로23길 ,02-475-7710
서울특별시립 서부아동상담치료센터,서울특별시 은평구 백련산로14길,02-385-5600
강남지역아동센터,서울특별시 강남구 개포로28길,02-577-7179
도밍고의집,서울특별시 강북구 솔매로41길,029829196
헤아림그룹홈,서울특별시 양천구 은행정로15길 ,0226079560
금나래 지역아동센터,서울특별시 금천구 범안로17길 ,02-803-7979
소은지역아동센터,서울특별시 강서구 방화대로6나길 ,070-4062-7647
강서아동보호전문기관,서울특별시 강서구 양천로47가길 ,0236655183
해피지역아동센터,서울특별시 구로구 고척로,02-6369-2556
성북아동보호전문기관,서울특별시 성북구 동소문로3길 ,029235440
서울동남권아동보호전문기관,서울특별시 송파구 송이로32길,024741391
영등포아동보호전문기관,서울특별시 영등포구 당산로2길,02-842-0094
은평아동보호전문기관,서울특별시 은평구 은평로 ,0231571391
서울마포아동보호전문기관,서울특별시 마포구 신수로 ,024221391
구립하계지역아동센터,서울특별시 노원구 노원로16길,02-973-1655
놀이터지역아동센터,서울특별시 중랑구 동일로,02-973-7210
구립삼선동꿈나무키우미돌봄센터,서울특별시 성북구 보문로29길 ,070-7555-5796
다온 서울시립학대피해아동쉼터,서울특별시 관악구 난향길,02-3281-1001,
마고네 지역아동센터,서울특별시 성북구 성북로8길,02-765-2770
조은날영라이프,서울특별시 송파구 성내천로43가길,024300621
하늘품 공동생활가정,서울특별시 마포구 월드컵북로 ,0263689420
삼전지역아동센터,서울특별시 송파구 삼전로10길,02-6959-9955
해밀지역아동센터,서울특별시 송파구 문정로 ,02-401-1557
서울나자렛집,서울특별시 동작구 신대방길,0226915960
비전트리지역아동센터,서울특별시 성북구 장월로 ,02-919-9290
드림지역아동센터,서울특별시 양천구 남부순환로61길 ,02-2697-3337
소망그룹홈,서울특별시 양천구 오목로 ,02-2608-9640
꿈자람 학대피해아동 쉼터,서울특별시 동대문구 한천로58길 ,0262128824
양천아동상담센터,서울특별시 양천구 가로공원로58길 ,0226927784
같이,서울특별시 중랑구 용마산로,02-6404-9882
구립함께하는지역아동센터,서울특별시 강동구 상일로12길 ,02-429-6900
효주아녜스의집,서울특별시 강서구 까치산로4가길,0226045781
구립수락지역아동센터,서울특별시 노원구 동일로242길,070-7716-9905
섬나지역아동센터,서울특별시 양천구 은행정로,02-6403-8046
LH 행복꿈터 열린마음 지역아동센터,서울특별시 강남구 자곡로3길,02-3411-0981
우리집 그룹홈,서울특별시 서대문구 증가로6길,023137235
구립월계문화지역아동센터,서울특별시 노원구 월계로42길 ,02-909-3273
궁동그룹홈,서울특별시 구로구 오리로22나길,070-8670-8522
킹스키즈그룹홈,서울특별시 구로구 경인로,07082862048
지구촌지역아동센터,서울특별시 구로구 남부순환로,02-865-2006
대림2동지역아동센터,서울특별시 영등포구 대림로23길,02-6677-0909
하모니지역아동센터,서울특별시 구로구 개봉로11길,02-2613-4483
노스토스의집,서울특별시 구로구 서해안로 ,027039638
강서누리지역아동센터,서울특별시 강서구 송정로,02-2661-7179
응봉지역아동센터,서울특별시 성동구 독서당로60나길,02-2298-6618
우리모여지역아동센터,서울특별시 동작구 사당로22나길,070-7551-6684
꿈나래지역아동센터,서울특별시 구로구 고척로6길,02-3666-0102
해맑음한일지역아동센터,서울특별시 도봉구 방학로 ,02-956-0225
그레이스,서울특별시 노원구 노원로28길 ,029380222
광암 지역아동센터,서울특별시 은평구 가좌로7라길 ,070-4025-0953
구립 우면동 지역아동센터,서울특별시 서초구 바우뫼로4길,02-573-9811
구립 방배동 지역아동센터,서울특별시 서초구 서초대로,02-3478-1027
예람지역아동센터,서울특별시 양천구 화곡로4길,02-2605-7799
선덕원,서울특별시 종로구 세검정로7가길,023594282
메이지역아동센터,서울특별시 구로구 구로중앙로18길,02-855-8808
서울지역아동센터,서울특별시 동대문구 휘경로14길,02-2245-7179
증산동성산 지역아동센터,서울특별시 은평구 증산서길,02-305-9200
우면동 서초키움센터,서울특별시 서초구 양재대로2길,02-573-7942
상계10단지아이휴센터,서울특별시 노원구 노원로,07042451172
달빛마실아이휴센터,서울특별시 노원구 광운로13길,029430045
상계5간촌아이휴센터,서울특별시 노원구 한글비석로49길,029318437
북가좌동 우리동네키움센터 <친구랑>,서울특별시 서대문구 거북골로 ,023037779
구립 동대문 지역아동센터,서울특별시 동대문구 전농로,02-3394-5759
금강지역아동센터,서울특별시 구로구 고척로52길,02-6339-3675
월계문화아이휴센터,서울특별시 노원구 월계로42길 ,070-4241-4985
나무와숲지역아동센터,서울특별시 양천구 목동중앙본로,02-2655-1404
기린청소년지역아동센터,서울특별시 양천구 목동중앙본로18길,02-2647-7179
자양 우리동네 키움센터(다함께 돌봄센터),서울특별시 광진구 자양번영로,024580612
중곡지역아동센터,서울특별시 광진구 자양로53길,02-457-7179
상계3단지 아이휴센터,서울특별시 노원구 동일로215길,029308669
월계그랑빌 아이휴센터,서울특별시 노원구 마들로,029721252
공릉태강 아이휴센터,서울특별시 노원구 공릉로34길,029489084
노량진2동 우리동네키움센터,서울특별시 동작구 장승배기로19길 ,028127942
하계극동 아이휴센터,서울특별시 노원구 섬밭로,0232966412
용신동우리동네키움센터희망,서울특별시 동대문구 무학로 ,029265616
장안2동우리동네키움센터라온,서울특별시 동대문구 답십리로63길,02-6368-5503
OU,서울특별시 노원구 중계로14라길,0222485504
성산2동 우리동네키움센터,서울특별시 마포구 월드컵로36길 ,07086389779
망원1동 우리동네키움센터,서울특별시 마포구 희우정로,023361770
영등포본동 아이랜드 (영등포1호점 우리동네키움센터),서울특별시 영등포구 신길로60길,07088088816
돌봄누리 지역아동센터,서울특별시 영등포구 디지털로69가길,02-842-7179
구립오병이어 지역아동센터,서울특별시 은평구 은평로12길 ,02-6925-5019
양천1호점 우리동네키움센터,서울특별시 양천구 신정로11길,0226835553
파랑새지역아동센터,서울특별시 중랑구 신내로,02-432-5622
어린이나라지역아동센터,서울특별시 광진구 자양로22길,02-446-5642
가온나래,서울특별시 노원구 공릉로51길,029776482
강남 다함께키움센터(역삼),서울특별시 강남구 논현로64길,02-6207-7942
잠실 송파키움센터,서울특별시 송파구 올림픽로8길,02-6925-7044
개봉3동 우리동네키움센터,서울특별시 구로구 개봉로11나길,0226890191
상상나루來키움센터,서울특별시 강동구 올림픽로98가길 ,02-426-1014
상계7단지 아이휴센터,서울특별시 노원구 동일로,0262270101
구립길리청소년지역아동센터,서울특별시 강동구 양재대로114길,02-483-1318
구로5동우리동네키움센터,서울특별시 구로구 구로중앙로34길 ,02-866-1695
공릉라이프 아이휴센터,서울특별시 노원구 섬밭로,029795650
스위첸아이꿈누리터,서울특별시 성동구 무학봉길 ,0222927722
산마루아이휴센터,서울특별시 노원구 중계로14바길,0233925481
가락1동 송파키움센터,서울특별시 송파구 양재대로,024330813
진관 우리동네키움센터,서울특별시 은평구 통일로 ,07071135749
삼전동 송파키움센터,서울특별시 송파구 백제고분로32길,024216078
중랑1호점 신내동우리동네키움센터,서울특별시 중랑구 신내역로1길 ,024352151
송파1동 송파키움센터,서울특별시 송파구 백제고분로42길 5-0 (송파동),0234323331
갈현 우리동네키움센터,서울특별시 은평구 연서로25길,023576751
응암 우리동네키움센터,서울특별시 은평구 백련산로,0221354669
상계15단지아이휴센터,서울특별시 노원구 동일로227길 ,029321510
새빛지역아동센터,서울특별시 광진구 아차산로,02-3436-6852
나욧지역아동센터,서울특별시 강북구 삼각산로,02-994-1318
테바 그룹홈,서울특별시 노원구 석계로,029784510
은빛1단지아이휴센터,서울특별시 노원구 동일로245길,029391918
신대방1동 우리동네키움센터,서울특별시 동작구 신대방2길,0269590750
옥수복지관아이꿈누리터(성동7호점 우리동네키움센터),서울특별시 성동구 한림말길 ,0222979450
월계극동 아이휴센터,서울특별시 노원구 덕릉로60길,029947177
구로2동 우리동네키움센터,서울특별시 구로구 벚꽃로 ,02)6925-5290
마장아이꿈누리터(성동3호점 우리동네키움센터),서울특별시 성동구 마장로39길 ,0222979783
새희망 공동생활가정,서울특별시 양천구 은행정로19길,02-2699-9677
상계동아불암아이휴센터,서울특별시 노원구 덕릉로,029322141
구로1동우리동네키움센터,서울특별시 구로구 구일로4길 ,02-6738-1695
응봉아이꿈누리터(성동4호점 우리동네키움센터),서울특별시 성동구 독서당로 ,0222979736
성수복지관아이꿈누리터(성동5호점 우리동네키움센터),서울특별시 성동구 뚝섬로1길,024636669
성수쌍용아이꿈누리터(성동6호점 우리동네키움센터),서울특별시 성동구 상원길 ,0234095524
구립성내지역아동센터,서울특별시 강동구 성안로13길,07041641200
역촌 우리동네키움센터,서울특별시 은평구 진흥로7나길,070-5001-1674
성동복지관아이꿈누리터(성동8호점 우리동네키움센터),서울특별시 성동구 청계천로 ,0260150048
구립 문정1동 지역아동센터,서울특별시 송파구 송이로32길 ,02-431-1319
꿈 정함 우리동네 키움센터(다함께돌봄센터),서울특별시 광진구 자양로3가길 ,0264082479
상계다락아이휴센터,서울특별시 노원구 한글비석로,029351110
새날지역아동센터,서울특별시 광진구 아차산로26길 ,024980404
아이누리 돌봄센터(배곧한라비발디캠퍼스3차),경기도 시흥시 서울대학로 ,0314311020
천왕동 우리동네키움센터,서울특별시 구로구 천왕로,0226149200
씨드센터,서울특별시 영등포구 양평로12가길,0226710691
염창동 우리동네키움센터,서울특별시 강서구 양천로67길 ,0269535661
고척1동 우리동네키움센터,서울특별시 구로구 중앙로1길,0263461419
도봉3호점 우리동네키움센터,서울특별시 도봉구 도봉로180나길,029542801
도봉2호점 우리동네키움센터,서울특별시 도봉구 도봉로175길,0234926161
도봉4호점 우리동네키움센터,서울특별시 도봉구 해등로 ,029975474
왕십리도선동아이꿈누리터(성동2호점 우리동네키움센터),서울특별시 성동구 마장로 ,0222867215
당산1동 아이랜드 (영등포2호점 우리동네키움센터),서울특별시 영등포구 당산로29길 ,0226321612
구로융합형 우리동네키움센터,서울특별시 구로구 디지털로32가길,02-837-7942
구립 오금동 지역아동센터,서울특별시 송파구 동남로24길 ,02-404-2159
대림1동 아이랜드 (영등포3호점 우리동네키움센터),서울특별시 영등포구 시흥대로183길,028421612
신당꿈 구립 지역아동센터,서울특별시 중구 다산로21길,0222975518
용산3호점 우리동네키움센터,서울특별시 용산구 이태원로36길 ,027490025
사근동아이꿈누리터(성동9호점 우리동네키움센터),서울특별시 성동구 사근동길 ,0222867278
방화3동 우리동네키움센터,서울특별시 강서구 금낭화로 ,0269494921
상계6단지 아이휴센터,서울특별시 노원구 노해로,029398015
사당5동 우리동네키움센터,서울특별시 동작구 사당로,025850406
한사랑지역아동센터,서울특별시 구로구 구로동로8길 ,02-858-7988
꿈의학교지역아동센터,서울특별시 구로구 개봉로12길,02-2615-9062
